ID,Age,Salary,JoinDate,Department,Score
4826,33,48677,2018-09-16,HR,66
4827,39,30908,2023-01-28,Sales,61
4828,27,138352,2020-01-21,HR,81
4829,47,65079,2024-12-15,Marketing,70
4830,39,141889,2017-01-27,HR,51
4831,61,75320,2018-01-10,Sales,52
4832,43,60164,2016-04-25,HR,79
4833,45,31049,2017-04-30,Support,83
4834,25,96697,2022-03-26,Engineering,97
4835,60,88097,2021-06-14,Support,63
4836,57,109478,2019-02-09,HR,64
4837,34,147492,2021-06-28,HR,67
4838,49,129173,2018-09-09,Sales,72
4839,63,34694,2023-04-27,Sales,84
4840,56,97470,2019-07-10,HR,73
4841,45,147327,2020-12-11,Support,65
4842,57,59158,2020-10-24,Sales,55
4843,19,142117,2018-12-01,Support,62
4844,61,70750,2018-08-28,Support,58
4845,51,35594,2024-05-15,Engineering,78
4846,54,84698,2015-09-14,Support,71
4847,41,144630,2016-08-23,Sales,83
4848,29,73158,2022-10-16,HR,64
4849,50,55976,2024-10-21,Finance,62
4850,40,92821,2016-08-13,Marketing,81
4851,62,85665,2024-04-17,Support,84
4852,18,94814,2023-12-24,Finance,94
4853,22,145064,2019-12-03,HR,62
4854,22,30443,2024-05-16,Finance,81
4855,38,78791,2017-07-09,HR,67
4856,38,127077,2021-03-03,Engineering,59
4857,41,81559,2015-12-31,Marketing,96
4858,38,52488,2017-04-24,Engineering,72
4859,39,126707,2017-12-13,Engineering,83
4860,23,77003,2019-02-01,Sales,80
4861,52,76246,2020-04-03,HR,91
4862,40,83061,2016-12-26,Sales,65
4863,19,106439,2023-03-06,Sales,66
4864,62,82800,2022-09-15,Sales,55
4865,22,48040,2019-02-28,Engineering,94
4866,46,33339,2019-04-14,Sales,88
4867,64,49394,2021-06-06,Engineering,97
4868,18,107722,2018-10-21,Marketing,97
4869,41,134509,2020-05-20,Support,93
4870,36,45290,2016-11-17,Finance,57
4871,61,37470,2020-06-20,Finance,51
4872,47,85773,2018-09-25,Support,98
4873,56,101596,2022-12-31,Support,81
4874,18,143829,2019-06-22,Sales,62
4875,28,92601,2022-02-10,Marketing,97
4876,43,145447,2020-09-06,Finance,69
4877,34,106816,2021-05-13,Finance,53
4878,22,39915,2017-04-15,Sales,72
4879,63,40547,2015-08-20,Finance,59
4880,63,32459,2020-07-10,Finance,82
4881,60,133577,2017-03-03,Support,99
4882,46,112970,2020-04-29,HR,67
4883,57,45419,2016-09-10,Finance,59
4884,59,34676,2017-08-24,Marketing,59
4885,38,43463,2017-11-23,Finance,87
4886,20,70935,2024-06-18,Sales,80
4887,58,88596,2016-12-30,Support,51
4888,19,119062,2015-02-24,Engineering,98
4889,59,126491,2020-10-15,HR,83
4890,59,102467,2018-04-05,HR,82
4891,21,55772,2015-01-16,Sales,93
4892,28,89004,2016-04-12,Finance,91
4893,64,30260,2018-12-16,Marketing,74
4894,54,72145,2020-05-23,Engineering,58
4895,23,122561,2022-10-02,HR,63
4896,36,99837,2021-12-22,Engineering,89
4897,34,117739,2019-12-09,Engineering,84
4898,46,117081,2016-01-16,Engineering,66
4899,60,104092,2016-12-30,Finance,85
4900,24,134429,2022-05-18,Sales,54
4901,41,134987,2021-08-28,Engineering,92
4902,34,114196,2021-05-25,Engineering,69
4903,20,105481,2024-02-13,Engineering,64
4904,25,134332,2022-02-19,Engineering,97
4905,20,36336,2018-02-14,Marketing,58
4906,48,47256,2015-01-08,Support,75
4907,34,63719,2024-01-03,Sales,83
4908,26,60013,2019-10-22,Sales,62
4909,22,66776,2019-04-18,HR,62
4910,18,36655,2024-01-19,Support,96
4911,21,108563,2020-04-23,Support,59
4912,45,129704,2020-11-10,Marketing,55
4913,44,91687,2019-03-15,Engineering,61
4914,20,34781,2019-06-17,Finance,82
4915,27,81550,2019-12-28,Sales,64
4916,24,106579,2020-01-12,HR,63
4917,31,96178,2022-12-01,Engineering,98
4918,63,120481,2022-07-21,HR,52
4919,39,55362,2015-10-27,HR,84
4920,29,63717,2023-11-10,HR,54
4921,27,53016,2015-07-17,Sales,82
4922,30,90287,2020-05-09,HR,84
4923,49,113402,2021-07-14,HR,97
4924,55,42823,2020-05-11,Finance,84
4925,36,94325,2023-06-19,Finance,89
4926,62,87771,2020-09-04,Finance,91
4927,52,69107,2023-02-09,Finance,82
4928,30,116839,2015-10-08,Engineering,85
4929,60,86234,2015-05-27,Marketing,61
4930,28,86901,2024-07-05,Marketing,61
4931,44,31832,2023-01-18,Marketing,74
4932,59,143922,2020-03-11,Support,52
4933,37,101835,2023-07-24,Engineering,72
4934,20,117977,2020-01-06,Sales,73
4935,60,68311,2020-12-02,Engineering,55
4936,37,53434,2024-04-10,Engineering,81
4937,44,128580,2024-04-10,Sales,93
4938,30,77445,2021-08-30,HR,84
4939,64,104965,2019-07-03,Engineering,77
4940,38,78621,2019-04-29,Engineering,67
4941,48,144300,2018-03-13,HR,95
4942,54,70724,2017-05-07,Sales,63
4943,42,58391,2019-12-22,Finance,72
4944,48,54686,2016-10-04,Marketing,78
4945,64,38733,2021-09-20,Marketing,75
4946,37,45909,2023-01-04,HR,68
4947,44,103432,2023-03-11,Sales,89
4948,55,81571,2020-02-03,Finance,72
4949,46,41278,2024-04-27,Support,52
4950,27,86782,2017-11-23,Marketing,65
4951,34,84399,2015-05-18,Engineering,68
4952,28,52191,2016-11-24,Sales,54
4953,22,119407,2015-08-07,HR,63
4954,43,60279,2016-03-20,Marketing,54
4955,24,65198,2024-03-26,Finance,65
4956,31,108692,2020-09-12,Engineering,90
4957,21,32019,2024-06-18,Marketing,97
4958,34,48030,2021-11-05,Sales,85
4959,23,103551,2023-07-02,Sales,78
4960,53,77653,2022-05-25,Support,86
4961,27,81432,2021-03-15,Support,85
4962,46,94973,2023-09-29,Finance,53
4963,61,77671,2023-09-17,Finance,91
4964,53,116129,2020-10-28,Marketing,94
4965,30,88541,2019-08-15,Marketing,67
4966,50,74308,2017-08-18,Support,65
4967,32,34597,2022-10-15,Support,54
4968,23,138261,2023-08-31,Sales,52
4969,29,91923,2024-01-14,Marketing,82
4970,53,87492,2023-09-28,Marketing,76
4971,44,65399,2022-04-08,Support,86
4972,49,74415,2023-02-17,Sales,75
4973,19,139963,2018-04-11,Support,71
4974,34,138806,2023-11-01,Marketing,92
4975,21,48047,2019-09-27,Marketing,86
4976,55,43919,2024-01-01,Sales,60
4977,18,110792,2019-09-08,Support,91
4978,41,104420,2024-03-15,Marketing,92
4979,34,133431,2016-04-17,Support,94
4980,44,52161,2020-04-24,Engineering,76
4981,39,38463,2021-10-28,Finance,51
4982,22,91009,2024-07-14,Finance,52
4983,44,121253,2018-05-19,Support,66
4984,33,39797,2024-01-16,Engineering,56
4985,31,43733,2017-04-30,Engineering,89
4986,32,56926,2024-03-07,Finance,97
4987,50,66394,2022-05-01,HR,76
4988,46,58287,2023-09-21,HR,86
4989,22,120332,2022-04-06,Finance,81
4990,23,131249,2015-09-16,HR,55
4991,63,81626,2019-07-23,Finance,53
4992,46,122602,2019-08-07,HR,74
4993,26,132903,2020-09-08,Sales,52
4994,43,64986,2022-03-08,Sales,76
4995,53,80304,2020-10-04,Marketing,65
4996,28,118281,2024-04-26,Engineering,89
4997,18,68745,2022-08-02,HR,77
4998,26,57579,2018-01-24,Support,93
4999,39,57399,2022-01-04,Finance,98
5000,59,39114,2021-09-19,Support,88
5001,36,107848,2022-04-28,Finance,87
5002,38,134087,2018-10-18,Support,73
5003,36,55009,2015-11-20,Engineering,96
5004,19,65725,2022-06-06,HR,81
5005,59,58767,2015-10-31,Marketing,77
5006,56,34263,2019-05-26,Sales,91
5007,64,126359,2022-06-18,Sales,62
5008,29,130871,2024-03-23,Finance,64
5009,43,70843,2021-05-19,Finance,92
5010,63,97546,2017-01-27,Marketing,67
5011,62,56467,2021-04-29,Support,98
5012,44,77606,2017-07-02,Sales,88
5013,18,103414,2023-07-20,Sales,75
5014,24,78115,2023-10-24,Engineering,56
5015,25,84607,2019-03-25,Engineering,52
5016,62,84921,2015-08-26,HR,99
5017,24,70148,2022-12-08,HR,86
5018,48,138118,2021-08-05,Finance,76
5019,39,114326,2016-12-30,Support,76
5020,21,129415,2024-08-29,Support,72
5021,36,61145,2015-10-09,Support,52
5022,44,133170,2016-04-26,Engineering,77
5023,34,137422,2021-09-16,Finance,59
5024,39,47533,2019-07-05,Marketing,98
5025,38,76947,2019-09-10,Finance,72
5026,55,72443,2017-11-16,Marketing,74
5027,37,33952,2023-12-12,Marketing,98
5028,59,142175,2018-10-05,Engineering,78
5029,30,61746,2017-09-11,Support,51
5030,33,79757,2024-11-11,HR,87
5031,23,51292,2015-11-08,HR,56
5032,22,90727,2016-06-27,Engineering,56
5033,51,121006,2023-02-08,Engineering,81
5034,30,87757,2024-02-04,Support,74
5035,38,38507,2017-11-15,Finance,70
5036,45,123167,2024-07-14,Finance,69
5037,51,87732,2023-12-27,Marketing,67
5038,56,36840,2022-01-04,Support,60
5039,34,65183,2024-10-02,Engineering,94
5040,39,85076,2024-09-27,HR,69
5041,63,69941,2023-04-22,HR,83
5042,31,116959,2015-10-28,HR,72
5043,37,138556,2019-09-23,Finance,96
5044,61,127896,2022-12-18,HR,81
5045,43,77857,2023-04-08,Finance,63
5046,53,114743,2022-05-30,Finance,89
5047,39,76229,2024-11-28,Support,65
5048,44,92583,2023-04-30,Sales,59
5049,42,139588,2018-03-18,Finance,76
5050,34,40528,2022-06-30,Finance,80
5051,59,103177,2022-06-14,Finance,70
5052,53,100592,2015-10-28,Engineering,53
5053,21,47241,2021-06-19,Finance,53
5054,26,103757,2017-09-01,Sales,94
5055,21,107124,2019-07-15,HR,94
5056,40,79167,2021-04-16,Support,71
5057,54,97143,2022-03-04,Sales,97
5058,50,99110,2021-12-02,Support,87
5059,60,138239,2021-12-14,Support,54
5060,33,134710,2015-10-11,Marketing,50
5061,26,64129,2019-08-23,Sales,94
5062,64,53490,2016-01-21,Engineering,73
5063,45,105017,2024-07-14,Support,58
5064,30,121951,2020-10-25,Marketing,84
5065,40,84638,2024-11-07,HR,66
5066,63,59894,2018-11-16,Support,65
5067,57,65326,2017-04-06,Sales,69
5068,41,55838,2024-11-09,Support,54
5069,62,77109,2022-05-19,Marketing,77
5070,22,148192,2021-10-07,Engineering,88
5071,55,109233,2021-05-16,Finance,92
5072,56,43429,2019-11-12,HR,70
5073,57,37140,2017-06-10,Finance,67
5074,63,50491,2023-11-21,Engineering,66
5075,54,143517,2015-03-08,Engineering,87
5076,32,121654,2021-05-09,Sales,63
5077,18,46997,2018-09-25,Engineering,52
5078,54,145499,2019-06-13,Finance,80
5079,60,127356,2023-07-14,HR,97
5080,35,46254,2023-11-28,Marketing,66
5081,34,119532,2016-01-24,Support,60
5082,37,87865,2022-08-09,Support,78
5083,51,102144,2015-03-10,HR,91
5084,30,80603,2018-08-10,Support,96
5085,56,131311,2017-01-21,Engineering,76
5086,43,125067,2020-06-11,HR,62
5087,29,104283,2022-12-08,Finance,77
5088,19,92820,2015-11-03,Finance,83
5089,40,96617,2024-03-26,HR,94
5090,46,86354,2021-02-28,Marketing,60
5091,50,116602,2017-04-13,HR,58
5092,31,39982,2022-08-11,Finance,58
5093,56,44639,2023-04-11,Support,52
5094,46,143618,2019-12-02,Sales,85
5095,49,78582,2021-07-17,Finance,77
5096,61,148013,2021-03-18,Sales,67
5097,22,74406,2021-02-28,Engineering,71
5098,43,45977,2015-08-13,Engineering,61
5099,57,87874,2022-02-23,HR,96
5100,18,55538,2017-10-08,Engineering,76
5101,35,86241,2021-02-28,Finance,79
5102,19,137012,2019-09-16,Engineering,78
5103,50,102105,2022-02-02,Marketing,69
5104,47,41881,2019-08-25,Finance,54
5105,38,67177,2016-11-28,Engineering,64
5106,37,56119,2022-08-30,Support,98
5107,48,57915,2015-06-22,Finance,70
5108,47,74989,2019-10-03,Finance,76
5109,61,76553,2017-04-29,Marketing,82
5110,43,47881,2024-04-05,Engineering,85
5111,57,135664,2021-07-10,Sales,64
5112,18,64314,2024-10-29,Support,51
5113,18,46350,2017-03-07,Sales,93
5114,33,111397,2022-11-23,Finance,71
5115,59,77249,2015-02-10,HR,96
5116,34,76365,2020-11-30,Sales,59
5117,52,130537,2024-04-02,Support,70
5118,33,49589,2015-04-13,Marketing,52
5119,58,79322,2016-07-21,HR,70
5120,30,39745,2017-07-02,Support,73
5121,44,84261,2022-06-07,HR,53
5122,39,104135,2022-12-20,Support,89
5123,62,116089,2022-08-13,HR,51
5124,57,119349,2024-05-04,Support,97
5125,35,59520,2019-09-22,Support,87
5126,62,57350,2019-08-12,Finance,95
5127,47,93865,2023-11-15,Sales,70
5128,27,130727,2020-05-21,Finance,92
5129,30,57723,2018-02-02,Support,58
5130,21,57430,2018-06-06,Sales,73
5131,51,107798,2024-06-01,Marketing,90
5132,22,67710,2019-02-17,Engineering,99
5133,21,70498,2021-01-27,HR,88
5134,25,55968,2016-06-25,Engineering,94
5135,41,93220,2020-04-16,Engineering,77
5136,60,33098,2022-11-24,HR,50
5137,51,108672,2024-10-29,Support,86
5138,55,80969,2020-02-25,HR,73
5139,56,74411,2023-05-16,Support,70
5140,47,31454,2020-01-28,Finance,97
5141,30,85268,2016-09-30,Sales,52
5142,49,40402,2021-09-21,Sales,68
5143,31,66527,2017-03-02,Marketing,71
5144,34,57002,2023-07-19,Engineering,53
5145,62,149783,2015-09-07,Sales,68
5146,54,113265,2024-03-26,Engineering,64
5147,19,85114,2018-03-26,HR,94
5148,40,87801,2019-11-01,HR,52
5149,22,82482,2022-07-03,HR,87
5150,30,60121,2018-08-04,Marketing,68
5151,57,118241,2024-02-22,Engineering,84
5152,41,81543,2016-02-02,Engineering,66
5153,57,60921,2019-03-22,Engineering,51
5154,61,60614,2017-01-08,Engineering,55
5155,19,123332,2021-03-17,Finance,84
5156,46,120886,2022-08-31,Marketing,78
5157,54,61510,2021-02-08,Engineering,82
5158,25,138619,2022-02-26,Marketing,95
5159,27,70910,2021-06-18,Sales,73
5160,43,143838,2017-03-28,Support,91
5161,56,86313,2022-01-24,Sales,52
5162,19,141688,2017-10-26,Marketing,59
5163,53,62250,2018-11-19,Finance,52
5164,58,41991,2017-09-05,Support,71
5165,31,32473,2018-01-12,Marketing,94
5166,61,143754,2020-07-07,Support,82
5167,39,62210,2021-04-04,Marketing,68
5168,23,95516,2024-09-26,Finance,68
5169,30,145194,2019-12-22,Engineering,75
5170,39,103748,2023-09-19,Finance,85
5171,19,136158,2018-05-03,Finance,93
5172,47,119882,2024-05-11,Marketing,56
5173,37,35681,2019-10-27,Engineering,80
5174,40,112256,2017-09-06,Engineering,53
5175,31,87619,2023-02-27,Finance,62
5176,20,120073,2022-02-01,Engineering,75
5177,35,78351,2015-05-20,Sales,63
5178,64,91314,2021-10-21,Marketing,50
5179,43,72903,2022-04-28,Finance,98
5180,52,142653,2016-08-19,Support,52
5181,30,88798,2017-08-22,Engineering,99
5182,31,139268,2024-09-20,Support,75
5183,20,147426,2024-07-27,Engineering,89
5184,21,41939,2024-08-16,Marketing,92
5185,18,88215,2019-01-09,Engineering,96
5186,50,68278,2017-03-31,Marketing,60
5187,44,61740,2016-03-18,Marketing,63
5188,39,109311,2017-02-20,HR,95
5189,29,57632,2020-11-10,HR,95
5190,27,63431,2024-03-16,Finance,95
5191,35,68485,2024-08-15,HR,58
5192,34,46101,2018-03-22,Support,89
5193,30,118241,2022-05-23,Engineering,86
5194,23,149636,2018-04-09,HR,85
5195,24,148115,2018-11-17,HR,74
5196,28,77403,2018-12-01,HR,63
5197,62,106060,2023-11-08,Sales,59
5198,22,87287,2023-12-15,Engineering,95
5199,22,124585,2023-04-26,Support,73
5200,57,97384,2015-08-24,Engineering,75
5201,23,102847,2018-01-07,Sales,85
5202,29,39290,2016-07-26,Finance,52
5203,61,60143,2024-06-22,Sales,86
5204,23,56898,2023-04-01,Marketing,67
5205,33,142854,2020-02-25,Finance,92
5206,54,91768,2018-11-18,Support,52
5207,25,109397,2015-11-30,HR,53
5208,29,117211,2021-10-01,Marketing,80
5209,42,57892,2023-11-14,Finance,65
5210,59,67695,2017-12-16,Marketing,63
5211,30,113816,2018-03-26,HR,56
5212,29,141780,2024-09-06,Engineering,99
5213,21,96177,2022-03-11,Support,84
5214,61,85746,2024-06-09,Finance,53
5215,55,115195,2018-10-22,Finance,68
5216,27,51309,2017-06-16,Finance,50
5217,34,98879,2023-12-10,Sales,58
5218,26,69994,2024-10-08,Engineering,58
5219,29,123302,2022-03-17,Support,90
5220,32,115825,2015-04-25,Support,60
5221,28,33591,2015-09-07,Support,81
5222,23,51395,2023-09-07,Support,88
5223,52,32631,2021-01-26,Engineering,99
5224,60,147025,2016-01-28,Finance,68
5225,24,56014,2018-09-29,Engineering,67
5226,57,137917,2021-09-11,HR,88
5227,53,72192,2024-03-29,Marketing,86
5228,61,120504,2023-04-04,Marketing,69
5229,62,32395,2023-01-29,Support,99
5230,37,127384,2015-03-31,HR,85
5231,44,37111,2018-12-10,Sales,81
5232,18,127552,2021-01-05,Support,58
5233,37,56924,2021-08-12,Sales,81
5234,19,37711,2015-06-15,Marketing,94
5235,26,129869,2024-12-23,Support,69
5236,55,134763,2020-03-26,Finance,50
5237,22,38254,2017-05-31,Support,84
5238,53,107120,2022-06-07,Engineering,63
5239,26,146957,2019-09-18,Support,73
5240,21,133025,2024-10-03,Finance,63
5241,42,62963,2016-06-18,HR,74
5242,27,45330,2019-01-16,Support,56
5243,59,33212,2019-12-21,Marketing,53
5244,60,31080,2019-08-17,Support,85
5245,31,112641,2018-09-21,Finance,57
5246,49,113482,2020-12-31,Marketing,91
5247,54,108038,2015-08-02,Sales,56
5248,29,33736,2018-01-20,Support,52
5249,43,64019,2023-08-26,Finance,64
5250,49,145036,2016-02-07,Finance,59
5251,38,114861,2024-10-10,Engineering,65
5252,64,54220,2022-06-25,Finance,67
5253,61,144680,2015-02-18,HR,65
5254,18,74783,2022-03-30,Support,51
5255,32,145814,2016-08-16,Support,77
5256,18,137012,2023-05-19,Sales,91
5257,39,103588,2020-07-24,Finance,85
5258,63,43580,2016-03-10,HR,50
5259,33,113446,2015-12-29,Sales,90
5260,39,76111,2019-07-29,Finance,65
5261,32,103401,2016-02-17,Sales,95
5262,59,63268,2020-06-18,HR,61
5263,18,119460,2019-01-07,HR,66
5264,58,84911,2017-04-14,Sales,99
5265,45,100726,2021-11-07,Marketing,58
5266,39,57289,2019-11-25,Support,61
5267,24,30045,2017-10-26,Engineering,96
5268,32,53437,2024-11-02,Finance,51
5269,25,39854,2020-11-29,Support,94
5270,23,126228,2015-10-28,Support,86
5271,50,49455,2023-10-28,Marketing,90
5272,23,101923,2020-12-25,Marketing,75
5273,56,118552,2022-05-24,Engineering,86
5274,31,70484,2022-09-04,Engineering,57
5275,56,33404,2018-11-14,Sales,62
5276,57,95642,2019-02-06,Engineering,77
5277,35,147842,2015-12-23,Sales,87
5278,49,83205,2024-12-11,Marketing,51
5279,30,144902,2023-12-02,Marketing,74
5280,45,126185,2019-09-22,Sales,60
5281,50,148977,2019-10-13,Finance,79
5282,34,69015,2021-10-24,Sales,83
5283,55,44974,2016-07-26,HR,71
5284,22,46167,2021-11-15,Sales,65
5285,30,102153,2024-10-06,Marketing,80
5286,56,116078,2017-03-21,Marketing,97
5287,40,95839,2024-02-27,Marketing,61
5288,31,128231,2015-01-11,Marketing,67
5289,44,48715,2020-04-06,Finance,67
5290,33,132067,2019-11-18,Engineering,65
5291,30,105705,2019-04-07,Marketing,78
5292,26,117579,2020-07-08,Marketing,90
5293,30,134956,2024-07-30,Engineering,85
5294,26,121310,2024-06-03,Sales,63
5295,29,48676,2022-02-13,Marketing,81
5296,55,89330,2017-01-01,Engineering,65
5297,37,41231,2018-06-15,Support,72
5298,34,115447,2024-08-05,Support,68
5299,47,111144,2024-02-20,Sales,83
5300,31,122693,2016-09-04,Marketing,93
5301,34,57387,2015-07-02,Support,64
5302,49,60924,2020-06-04,Marketing,70
5303,57,135312,2023-06-07,Finance,76
5304,52,110399,2020-09-24,Marketing,77
5305,51,133022,2016-03-20,Support,50
5306,58,54111,2017-08-13,Support,80
5307,53,93083,2021-05-27,Sales,82
5308,50,80022,2015-05-22,Finance,67
5309,40,85038,2018-01-08,HR,72
5310,32,37897,2017-09-09,Sales,79
5311,42,44892,2017-06-06,Sales,65
5312,56,54815,2022-12-08,Marketing,94
5313,31,105088,2019-10-10,Sales,61
5314,46,144463,2022-08-18,Sales,73
5315,30,95527,2016-11-24,HR,69
5316,32,71271,2021-01-21,HR,53
5317,51,128075,2021-03-04,Engineering,99
5318,19,63902,2022-01-14,Support,79
5319,43,117218,2021-02-17,HR,96
5320,43,141443,2020-12-10,Engineering,91
5321,45,71335,2016-09-04,HR,69
5322,28,97449,2023-09-03,Engineering,59
5323,40,50388,2022-01-10,HR,90
5324,36,83740,2023-10-24,Support,67
5325,44,86965,2019-02-27,Marketing,59
5326,19,38983,2022-11-24,HR,87
5327,45,144587,2023-05-15,Support,94
5328,56,119025,2021-09-11,Marketing,95
5329,22,32673,2021-01-21,Support,60
5330,27,53466,2019-06-08,HR,51
5331,32,80406,2017-12-28,Marketing,90
5332,54,134646,2015-12-31,Engineering,69
5333,51,132434,2018-10-26,HR,83
5334,39,114766,2022-09-12,Sales,72
5335,36,132339,2016-07-20,HR,73
5336,37,39638,2023-09-14,Finance,77
5337,56,80064,2018-06-18,Engineering,68
5338,52,31439,2020-06-15,Marketing,96
5339,63,115550,2017-12-26,Marketing,95
5340,56,50600,2019-12-10,Engineering,84
5341,47,136128,2016-12-10,Engineering,91
5342,64,83276,2022-09-14,Engineering,55
5343,34,118016,2015-05-11,Marketing,63
5344,41,70888,2021-06-16,Marketing,99
5345,54,39404,2015-11-04,Marketing,89
5346,56,90598,2015-11-16,Support,81
5347,53,140449,2024-05-03,Sales,86
5348,31,107722,2016-12-25,HR,68
5349,48,142109,2019-12-16,HR,58
5350,55,64640,2016-04-27,Support,68
5351,61,93043,2020-01-16,Sales,97
5352,28,102725,2024-07-07,Sales,53
5353,34,92919,2024-09-20,Sales,95
5354,51,51770,2024-02-26,Finance,80
5355,28,139687,2024-02-05,Engineering,87
5356,38,125341,2018-01-07,Support,79
5357,27,76489,2017-04-14,Sales,76
5358,25,58390,2023-01-30,HR,57
5359,25,64678,2016-09-10,Support,83
5360,33,38076,2024-02-28,Marketing,72
5361,29,34314,2024-11-22,Marketing,71
5362,49,40236,2021-04-05,Support,98
5363,44,137327,2015-10-19,Engineering,51
5364,62,121903,2022-09-24,Support,82
5365,43,75650,2021-05-14,Finance,92
5366,22,85904,2021-02-05,Sales,69
5367,47,46108,2021-05-14,Marketing,57
5368,55,114156,2017-06-05,HR,66
5369,61,55920,2022-08-23,Finance,52
5370,63,130190,2020-11-02,Support,57
5371,60,148458,2021-09-06,Support,95
5372,25,114860,2021-12-03,Engineering,84
5373,56,70667,2021-05-10,Finance,53
5374,33,102780,2018-11-23,Finance,69
5375,22,76902,2017-09-14,Support,86
5376,37,35271,2017-10-02,Engineering,85
5377,51,88745,2017-08-30,Sales,94
5378,51,115970,2024-11-11,Sales,66
5379,22,72840,2023-07-17,HR,67
5380,25,37386,2017-12-22,Sales,64
5381,62,121788,2019-12-04,Marketing,65
5382,39,135939,2023-02-11,Sales,62
5383,37,57201,2024-08-05,Sales,84
5384,64,84774,2021-07-27,Support,68
5385,62,45225,2018-01-01,HR,55
5386,31,148915,2021-12-03,HR,71
5387,56,116755,2023-10-06,HR,83
5388,44,77366,2020-10-28,Marketing,52
5389,64,70160,2023-07-15,HR,51
5390,59,131711,2022-09-11,Sales,74
5391,32,91710,2024-03-06,Marketing,80
5392,31,78821,2023-05-15,HR,63
5393,23,106749,2017-11-12,Finance,66
5394,35,93763,2022-11-13,HR,66
5395,33,133719,2024-07-21,Engineering,88
5396,49,98731,2017-09-28,HR,93
5397,26,37450,2022-08-03,Sales,95
5398,50,35310,2017-02-04,Sales,59
5399,34,74528,2018-08-05,Marketing,98
5400,53,114816,2020-12-24,Marketing,67
5401,40,45457,2024-02-25,Sales,57
5402,30,50886,2019-05-13,Engineering,69
5403,39,63262,2023-05-11,Engineering,72
5404,58,109522,2024-09-07,Finance,52
5405,51,111696,2022-09-10,Engineering,95
5406,34,125148,2015-05-31,Support,68
5407,47,102534,2015-09-16,Sales,64
5408,31,51825,2023-11-28,Marketing,88
5409,35,87797,2016-10-16,Marketing,81
5410,38,72407,2018-12-30,Support,77
5411,44,106289,2020-04-09,HR,82
5412,33,77910,2020-10-16,Sales,71
5413,60,33454,2020-12-07,Sales,96
5414,30,90797,2023-01-23,Finance,51
5415,31,35349,2018-03-11,Sales,90
5416,45,105583,2023-10-31,HR,56
5417,35,52463,2023-10-20,HR,90
5418,53,93528,2018-04-13,Engineering,85
5419,61,52787,2015-11-26,Support,79
5420,41,87427,2019-06-05,Sales,95
5421,48,132231,2024-01-25,Marketing,56
5422,43,93308,2022-12-19,Engineering,57
5423,22,68059,2024-09-11,Support,62
5424,46,110659,2019-08-16,HR,63
5425,49,116971,2022-07-13,Finance,99
5426,44,72103,2019-09-03,Finance,74
5427,21,121665,2020-03-27,HR,88
5428,32,73060,2018-01-14,Sales,87
5429,41,111991,2017-07-20,Engineering,77
5430,38,148671,2017-07-11,HR,65
5431,52,39616,2016-06-24,HR,58
5432,52,43107,2018-11-10,Finance,78
5433,56,142081,2024-05-27,HR,61
5434,36,46943,2022-10-11,HR,71
5435,32,109232,2022-09-02,Finance,51
5436,25,119301,2024-02-01,Sales,74
5437,19,86063,2017-07-02,Engineering,58
5438,26,47868,2015-11-02,HR,55
5439,47,52222,2023-10-18,Sales,64
5440,24,84649,2017-04-29,Marketing,60
5441,57,113749,2018-03-09,Engineering,89
5442,19,141218,2016-12-27,Engineering,97
5443,56,69369,2015-11-30,HR,93
5444,34,89526,2023-11-13,Sales,89
5445,56,85235,2015-03-31,HR,84
5446,64,60755,2023-12-19,Support,80
5447,42,43672,2018-04-02,Finance,62
5448,35,76996,2021-11-05,Sales,97
5449,18,98835,2023-09-20,Engineering,99
5450,25,146723,2023-03-19,Engineering,97
5451,38,117594,2018-10-27,Finance,70
5452,44,94274,2020-02-14,Engineering,72
5453,60,78226,2024-05-26,Engineering,89
5454,59,54687,2024-12-12,Marketing,54
5455,58,32631,2016-09-30,HR,60
5456,33,118294,2016-10-12,Support,96
5457,41,67116,2021-12-27,Finance,70
5458,40,77664,2020-07-07,Marketing,87
5459,64,44407,2024-08-27,Sales,56
5460,19,110093,2016-11-19,Finance,62
5461,40,113100,2023-10-10,Support,87
5462,54,121987,2023-11-10,Engineering,82
5463,46,149409,2018-11-11,Marketing,64
5464,40,112025,2015-07-18,Sales,52
5465,54,50471,2022-07-30,Marketing,78
5466,62,90167,2016-10-24,Finance,71
5467,46,113969,2024-12-19,Finance,90
5468,62,132208,2022-10-07,HR,93
5469,37,105955,2018-09-07,HR,70
5470,54,124791,2024-01-20,Sales,76
5471,64,52650,2023-12-10,Support,84
5472,23,40683,2020-08-04,Engineering,94
5473,61,110978,2016-05-14,Finance,67
5474,18,92744,2019-06-30,HR,76
5475,24,104155,2019-04-29,Finance,91
5476,46,134414,2020-03-31,Sales,93
5477,60,100290,2021-02-11,HR,55
5478,42,51662,2023-10-05,Support,58
5479,37,31225,2018-02-07,Marketing,86
5480,44,45372,2021-09-12,Finance,90
5481,19,125729,2023-03-12,Engineering,70
5482,50,140359,2023-08-13,Engineering,93
5483,59,78481,2021-05-12,Finance,58
5484,19,106534,2021-08-17,Engineering,79
5485,39,36858,2021-07-18,Marketing,92
5486,34,62099,2015-12-06,Marketing,62
5487,24,91455,2023-09-09,Marketing,82
5488,62,84592,2023-08-12,Sales,60
5489,23,77458,2015-02-14,Engineering,93
5490,54,46488,2016-12-06,Sales,75
