ID,Age,Salary,JoinDate,Department,Score
5829,65,76928,not_a_date,MKT,87
5830,35,50000 , 2023-07-10 ,VeryLongDepartmentName123,89
5831,57,137447,2024/05/01,HR,
5832,42,24730,2018-11-10,Engineering,68
5833,32,87956,2020-12-18,VeryLongDepartmentName123,74
5834,37,$60000,2018-01-21,sales,NaN
5835,153,$60000,2021-03-11,sales, 85 
5836,181,53003,2018-02-21, SALES ,76
5837,50,4970560,2016-04-10,HR,94
5838,39,, 2023-07-10 , SALES ,85
5839,28,20235,2015-04-28,Support!!,60
5840,21,48560,2021-08-03,sales,-10
5841,53,130564,2016-03-06,human resources,-10
5842,21,138644,32/13/2020,,73
5843,54,61592,2016-12-17,VeryLongDepartmentName123,92
5844,48,89481,2017-11-08,,253
5845,37,86934,2017-12-29,, 85 
5846,45,115333,2020-02-24,Support,50
5847,178,21747,not_a_date,HR,54
5848,25,52810,2022-03-02,Marketing,242
5849,54,50000 ,2021-06-28,MKT,71
5850,42,33036,2019-10-02, SALES ,96
5851,,95398,2022-07-09,Support,64
5852,41,122112,2022-09-10, SALES ,55
391,65,50000 ,2024-05-29,Sales,NaN
5854,49,147214,2022-09-04,,68
5855,53,88246,2023-10-14,,85
5856,62,$60000,2015-05-01,,64
5857,,37006,2020-09-04,human resources,54
5858,22,$60000,2024/05/01,Engg,213
5859,29,75613,2024-03-10,sales,94
5860,19,138814,2022-03-03,, 85 
5861,41,$60000,2015-03-14,,57
5862,111,148019,,sales,-10
5863,20,70517,2015-02-07,Engineering,97
5864,171,107995,2023-04-17,Sales,71
5865,24,54898,2018-07-08,Support, 85 
5866,43,120105,2017-06-24,Sales,213
5867,20,abc,2021-12-09,Engineering,82
5868,32,1366682,2019-08-14,Engg,288
5869,25,83305,not_a_date,,87
5870,,136838,2015-03-30, SALES ,58
5871,,33325,2016-03-27,human resources,55
5872,,112115,,Engg,88
5873,,114325,2024-12-02,Hr,NaN
5874,44,95085,,human resources, 85 
325,twenty five,125563,2019-04-24,VeryLongDepartmentName123,-10
5876,35,abc,not_a_date,Engg,97
5877,56,119205,2022-03-22,Support!!,170
5878, 30 ,,,Support!!,84
5879,twenty five,abc,2024-09-29,Marketing,68
5880,35,56977,2020-08-18,,NaN
5881,27,113156,2015-01-02,VeryLongDepartmentName123,59
5882,56,42266,2018-05-23, SALES ,51
5883,49,,2023-01-22,HR,91
5884,,127370,2018-04-21,Engg,
5885,52,50000 ,32/13/2020,Engg,60
5886,62,142558,2020-05-24,Support,77
5887,62,66094,32/13/2020,,89
5888, 30 ,82863,2022-01-01,Engg,65
5889,25,20958,2022-06-15,HR,82
5890,38,110597,2024-09-13,Engineering,74
5891,54,3934517,2023-08-11,sales, 85 
5892,35,24213,2015-12-28,Engg,73
5893,41,106267,2018-04-22,,86
5894,,67564,2021-01-24,Engg,55
5895,twenty five,130563,2021-08-12,Engineering,80
5896,50,54954, 2023-07-10 ,HR,87
5897,58,58068,32/13/2020, SALES ,96
5898,65,50000 ,2021-12-29,Hr,96
5899,23,128862,2017-06-11,HR,61
344,35,129737,2018-08-08,Support,98
5901,62,80585,2015-03-13,Engg,
5902,twenty five,$60000,2023-12-13,Engg,88
5903, 30 ,27281,2016-05-08,Support!!,61
5904,54,147967,2017-10-28,Sales,96
407,194,84327,2024/05/01,VeryLongDepartmentName123,63
5906, 30 ,71556,2017-09-22,VeryLongDepartmentName123,57
5907, 30 ,52073,2020-03-30,Hr,98
5908,37,36118,not_a_date,Marketing,69
5909,27,53897,32/13/2020,human resources,267
5910,23,102542,32/13/2020,Sales,74
5911,51,89118,2023-12-15,Engg,82
5912,57,77976,32/13/2020, SALES ,85
5913,50,23255,2024/05/01,,67
5914,62,89464,2020-08-29,,89
5915,twenty five,91525,2024-02-01,,55
5916,52,105819,2023-01-10,sales,NaN
5917,20,64436,2015-04-30,VeryLongDepartmentName123,201
5918,twenty five,22198,2016-07-04,Support!!,85
5919,30,75342,2021-11-09,Support,80
5920,41,128437,2019-06-11,,88
5921, 30 ,108185,2015-06-21,HR,
5922, 30 ,47341,2018-02-21,Support,NaN
5923,57,2963452,2016-09-02,HR, 85 
5924,179,66526,2022-06-06,sales,64
279,148,abc,,,100
5926, 30 ,122144,2016-04-05,Support!!,277
5927,,38700,2015-01-30,,74
5928,42,73727,not_a_date,Support!!,-10
5929,38,4170382,2022-10-03,,52
5930,48,86002,2021-02-28, SALES ,65
5931,29,100622,2017-08-07,sales,91
5932,51,29994,2015-05-20,,97
5933,26,122663,2020-07-04,,69
5934,62,73583,2015-03-05,Support!!,52
5935,64,122194, 2023-07-10 ,Hr,55
5936,41,abc,2018-11-06,MKT,84
5937,64,74069,2024-02-16,sales,67
5938,,74434,2024/05/01,Hr,70
5939,32,98896,32/13/2020,human resources,59
5940,59,21365,2021-04-29, SALES ,NaN
5941,36,124139,2021-08-23,human resources,69
5942,21,23985,2020-03-05, SALES ,99
5943,23,50000 ,2018-01-06,Sales, 85 
5944,,120169, 2023-07-10 ,HR,65
5945,53,3159550,2019-07-16,Engg,57
5946,23,30731,not_a_date,Support!!,252
5947,44,111602, 2023-07-10 ,,66
5948,18,50000 ,32/13/2020,HR,NaN
5949,24,24328,32/13/2020,Hr,75
5950,27,87810,2023-04-11,Support,94
5951,59,63561,not_a_date,sales,78
5952, 30 ,,2022-08-27,VeryLongDepartmentName123,95
5953,36,102239,,MKT,53
5954,33,abc,2024-04-16,Support!!,94
52,57,50000 ,2015-10-14,Marketing,54
5956,42,91223,2018-09-25,HR,NaN
203,18,101525,2020-04-28,,100
5958,59,29286,2023-04-01, SALES , 85 
5959, 30 ,106838,2019-04-01,Support!!,92
5960,25,118169,2016-01-19,sales, 85 
5961,26,120730,2021-07-27,,78
5962,18,85954,2019-06-28,,
5963,60,146392,2015-06-24,HR,50
5964,49,27111,2015-02-20,VeryLongDepartmentName123,89
5965,40,112456,not_a_date,VeryLongDepartmentName123,
5966,,,2017-08-12,,293
5967,26,139268,2018-07-07,Support,272
5968,54,76809,2019-11-16,Engineering,274
5969,53,58803,2016-03-15,Support,52
432, 30 ,81760,2017-08-07,Support!!,88
5971,27,85460,2024-12-13,Support!!,209
5972,32,29903,2015-11-13,Support!!,70
5973,,,2020-09-23,Marketing,89
5974,20,91423,2016-08-18,Engineering,54
5975,40,134896,2024-05-06,Marketing,58
5976,18,71414,32/13/2020,Hr,92
5977,46,148501,2015-10-08, SALES ,
5978,twenty five,131750,2021-08-26,Marketing,61
5979, 30 ,abc,2024-02-25,Hr,-10
5980,43,45271,2018-12-22,Support!!,66
5981,32,58662,2022-11-08,,79
5982,22,148239,2022-10-15,sales,80
5983, 30 ,abc,2021-01-20,Support!!,65
5984,60,79037,2017-09-17,human resources,50
5985,46,2821216,2015-04-23,Sales,85
5986,46,91572,2021-03-04,HR,-10
5987,20,104207,2015-03-27,Support!!,75
5988,18,64150,2015-10-11,human resources,70
396,twenty five,138166,2016-10-24,human resources,NaN
5990,111,54806,2021-05-30,Hr,284
5991,63,60333,2020-08-08,Support,
5992,28,$60000, 2023-07-10 ,,84
141,59,80081,2015-12-11,Support,57
5994,47,4104820,not_a_date,,85
5995,58,148216,32/13/2020,Engineering,98
5996,,,32/13/2020,Marketing,83
5997,39,$60000,2022-05-10,Support!!,79
5998,33,44859,2016-10-23,Marketing,54
5999,31,59459,2015-02-08,Support,
6000,29,115053,2016-06-30,Marketing,
6001,twenty five,50000 ,2018-03-20,HR,59
6002,54,57781,,human resources,88
6003,58,119745,2021-06-25,HR,98
6004,,104920,2017-05-22,,279
6005,61,132848,2019-04-20,Support,76
341,27,30421,2021-07-10,Engineering,64
6007,56,101889,2024/05/01,Hr,226
6008,46,135029,2021-12-09,Hr,69
6009,29,63157,2023-04-15,human resources,74
6010,40,88418,2024/05/01,Sales,86
6011,41,108051,2021-06-20,Sales,59
6012,28,50000 ,2018-06-24, SALES ,-10
6013,28,68577,, SALES ,64
6014,64,140252,32/13/2020,HR,68
6015,49,120294,2023-04-13, SALES ,90
6016,39,68626,2024-07-30,,98
6017,65,108452,2023-08-23,Support,52
6018,40,30630,2021-07-25,HR,-10
6019,52,138496,not_a_date,Engineering,67
6020,32,100537,,Hr,96
6021,22,38225,32/13/2020,Support!!, 85 
6022,25,106583,2024/05/01,VeryLongDepartmentName123,91
6023,132,139060,2018-04-10,MKT, 85 
6024,20,85796,2019-06-05,sales,94
6025,25,120589,2024-12-18,Engineering,NaN
6026,25,144578,2024-05-06,human resources,52
6027,65,86808,2021-11-28,HR,68
6028,47,118509,2022-02-04,sales,94
6029,42,48413,2017-07-03,Support,58
6030,47,39588,2022-02-27,Hr,NaN
6031,38,58442,2018-09-13,,76
6032,198,120824,2022-05-11,HR,60
6033,38,139125,2023-07-29, SALES ,66
6034,58,82451,2022-03-28,Hr,93
6035,twenty five,137216,2024-12-05,Marketing,70
6036,24,,2023-04-29,Engg,73
6037,22,84250,2024-05-28,Sales,53
6038,33,113945,2022-06-23,,69
6039,47,87264,,Support,58
6040,39,1911066,2024/05/01,Hr,89
6041,35,$60000,2023-08-09,Engg,-10
6042,22,132120,2024/05/01,VeryLongDepartmentName123,69
6043,47,92658,2020-07-15,Engineering, 85 
6044,twenty five,111505,2021-06-08,HR,94
6045,57,22701,2017-10-16,Engg,71
6046,38,,2020-06-09, SALES ,85
6047,twenty five,4992802, 2023-07-10 ,HR,73
6048,45,100962,2021-03-02,HR,62
37,29,123573,2024-06-07,HR,92
6050,52,2405716,2023-10-28, SALES ,53
6051,50,98658,2015-06-20,VeryLongDepartmentName123,90
6052,26,137030,2017-02-22,HR,75
6053,18,85840,2021-10-08,HR,100
6054,58,,2017-09-14,Engg,53
6055, 30 ,139542,2017-06-02,human resources,NaN
6056,54,132155,2023-08-16,Sales,67
6057,58,123389,2016-07-16,Support,65
6058,36,,2017-05-11,VeryLongDepartmentName123,84
6059,29,44055,2018-01-06,,75
6060,38,53333,2017-07-02,,65
6061,,38628,not_a_date,VeryLongDepartmentName123,170
6062, 30 ,,2016-04-28,VeryLongDepartmentName123,NaN
6063,23,27429,2023-04-07,Sales, 85 
6064,63,106191,2024/05/01, SALES ,
6065,32,30690,2023-12-28,VeryLongDepartmentName123,88
6066,36,,2022-12-24,HR,61
6067,23,60710,2019-02-19,sales,79
6068,27,75150,32/13/2020,MKT,69
6069,50,106431,2023-02-28,Support!!,80
402,35,$60000,2018-07-26,HR,NaN
6071,35,$60000,2017-07-13,sales,-10
6072,44,107139,2017-02-20,Support,68
6073,34,116660,2024/05/01,VeryLongDepartmentName123,94
6074,45,,2017-08-03,Hr,-10
6075,27,50155,not_a_date, SALES ,59
6076,55,41508,2021-04-17,Support,-10
6077,49,86430,32/13/2020,HR,59
6078,41,23022,2022-11-04,human resources,87
6079,,36547,2015-02-26,Engg,NaN
6080, 30 ,94712,32/13/2020,,80
6081,42,56827,2024/05/01,VeryLongDepartmentName123,93
6082,18,1002903, 2023-07-10 ,human resources,NaN
6083,30,,2022-12-17,Sales,89
6084,65,4724463,32/13/2020,Marketing,51
6085,34,31295,2020-12-27,sales,83
6086,47,100389,2018-08-01,Engineering,53
6087, 30 ,115631,2016-07-15,human resources,84
6088,184,109087,2023-10-15,,58
6089,23,144999,2024/05/01,Hr,60
6090,37,abc,2015-06-23,human resources,73
6091,35,50000 ,2016-05-03,,54
6092,47,50000 ,2024/05/01,,NaN
6093,42,145623,2021-11-07,Marketing,NaN
6094,,44295,2018-09-10,,276
6095,44,,2017-10-21,Support!!,79
6096,51,137539,2016-07-29,,76
6097,37,92721,2023-03-17,,68
6098,20,53412,2022-03-28,Engineering,62
6099,41,53632,not_a_date,Support!!,50
6100,,117554,2020-06-25,human resources, 85 
6101,18,52824,2019-12-22, SALES ,92
6102, 30 ,30351,2022-01-09,Sales,67
6103,26,106649,2015-02-28,VeryLongDepartmentName123, 85 
6104,twenty five,,2022-10-10,Support!!,97
6105,36,133173,2018-04-28,Engg,93
6106,32,108215,2019-11-24,MKT,80
6107,27,89608, 2023-07-10 , SALES ,51
6108,143,138380,2020-03-20,Marketing,
6109,twenty five,$60000,2024-05-02,Sales,88
6110,62,abc,32/13/2020,Engineering,78
6111,134,4971712,2024-01-14, SALES ,82
6112,64,50000 ,2021-04-25,Marketing,NaN
6113,58,$60000,2022-11-19,Engg,-10
6114, 30 ,129836,2021-02-22, SALES ,58
6115,39,96880,2017-08-30, SALES ,94
6116,58,135935,,Marketing,81
6117,44,99940,2021-01-01,sales,68
6118,60,90603,2021-12-31,Sales,81
6119,57,43619, 2023-07-10 ,Sales,72
6120,51,$60000,2021-05-08,HR,55
6121,20,2284417,2016-06-18,Sales,NaN
6122,51,79300,2023-01-22,Hr,90
6123,45,abc,2022-07-25,sales,100
6124,193,89958,2015-06-18,Sales,77
6125,31,76409,2015-09-10,,88
6126,34,90018,2024-12-06,human resources,NaN
6127,27,78020,not_a_date,Engg,67
6128,34,137309, 2023-07-10 ,,NaN
6129,60,1856341,,Support!!,72
6130,,38416,2021-01-29,human resources,58
6131,62,45207,2016-09-26,human resources,76
6132, 30 ,31995,2019-02-13,Support,67
6133, 30 ,abc,2015-11-12,VeryLongDepartmentName123, 85 
6134,54,,32/13/2020,sales,76
6135,52,abc,2019-08-17,human resources,98
6136,42,95484,2024-01-23,Hr,98
6137,47,146367,2021-08-31, SALES ,162
6138,48,50000 ,2015-04-23,MKT,95
6139,twenty five,,2016-01-29,HR,80
6140,,32125,2022-01-14,HR,NaN
6141,48,24921,2017-01-01,VeryLongDepartmentName123,54
6142,47,88240,2024/05/01,MKT,65
6143,63,114490,not_a_date,,203
6144,65,31173,2017-10-02,Marketing,89
6145,36,66297,2020-03-13, SALES , 85 
6146,61,131300,2023-06-16, SALES ,87
6147,55,$60000,2019-09-01,Marketing,90
6148,33,abc, 2023-07-10 ,Sales,75
6149,53,2613084,2015-03-02,Marketing, 85 
6150,55,135582, 2023-07-10 ,,53
6151,35,146403,2018-12-23,Support!!,84
6152,29,88709,32/13/2020,,90
6153,64,50000 ,2018-08-18,Engg, 85 
6154,49,87619,2024-12-30,Support!!,55
6155,19,$60000, 2023-07-10 ,Support,-10
6156,48,146043,2018-03-24,MKT,-10
6157,49,,2017-09-27,sales,98
6158,37,46425,2015-11-13,VeryLongDepartmentName123,98
6159,191,41292,,HR,74
6160,23,107839,2017-09-19,HR, 85 
6161,59,92335,2021-09-20,Support!!,66
6162,58,$60000,32/13/2020,Support!!,181
6163,42,80297,2022-08-02,Engineering,57
6164,63,95609,not_a_date,,99
6165, 30 ,51986,32/13/2020,human resources,72
6166,46,148664, 2023-07-10 ,Support!!,63
6167,45,,32/13/2020,human resources,72
6168,48,114571,2017-06-15,Support!!,163
6169, 30 ,88448,, SALES ,
6170,27,3855548,not_a_date,Support!!,157
6171,48,,2022-03-05,Hr,215
6172,58,66880,2024/05/01,Sales,61
6173,34,50000 ,2022-11-18, SALES , 85 
6174,,121641,not_a_date,,95
6175,36,50000 ,2019-12-13, SALES ,64
6176,21,,2024/05/01,HR,94
6177,57,135891, 2023-07-10 ,HR,100
6178,32,79093,,Sales,NaN
6179, 30 ,23599,2022-03-02,,50
6180,24,,not_a_date, SALES ,60
6181,44,60950,2018-02-11,sales,83
6182,43,43719,2019-09-05,,92
6183,51,129955,2015-11-01,Sales,65
6184,18,72148,2020-05-26,HR,77
6185,60,100373,2022-05-06, SALES ,51
6186,38,50000 ,2017-07-29,HR,99
6187,65,136310,2023-01-31,HR,91
6188,52,105843,2018-04-24,VeryLongDepartmentName123,NaN
6189,27,,2023-11-06,sales,96
6190,25,84130,2018-02-28,Marketing,52
6191,30,93643, 2023-07-10 ,MKT,87
6192,19,50000 ,2015-02-26,,90
6193,43,128830,2018-10-28,MKT,97
6194,28,50000 ,2024-09-22,Support,97
6195,21,2336154,2019-02-08,sales,-10
6196,62,,32/13/2020, SALES ,71
6197,28,abc,2018-10-21,Sales,-10
6198,185,113564,not_a_date,Engineering,57
6199,twenty five,58561,,HR,89
6200,,35460,2023-11-29,,
6201,53,1839626,2016-06-22,Support,89
6202,twenty five,3281565,2022-05-14,Engineering, 85 
6203,47,3859110,2020-07-03,Marketing,52
6204,50,30048,2024-11-03,VeryLongDepartmentName123,79
6205,60,82969,2019-04-05,,71
6206,27,3599333,32/13/2020,HR,75
6207,57,abc,2018-01-21,human resources,81
6208,50,89148,32/13/2020,Engg,69
6209,43,77579,2018-02-03,Support,99
6210,174,83477,2024/05/01,Marketing,99
6211,55,35828,2022-11-16,,87
6212,63,136640,2024/05/01,Engineering,79
6213,,124813,2016-03-02,Engg, 85 
117,56,25933,2018-02-14,human resources,77
6215,37,,, SALES ,64
6216,61,$60000,not_a_date,,NaN
6217,43,141774,2017-11-03,,92
6218,47,127870,2021-06-02,Sales,67
6219,55,120512,2020-10-18,VeryLongDepartmentName123,279
6220,65,105769,2016-11-01,human resources,91
6221,39,65871,2024-10-05,sales,55
6222,58,82287,2024/05/01,,
6223,53,115976, 2023-07-10 ,, 85 
6224,39,138335,2018-12-13,Support,89
6225,58,44660,32/13/2020,Support,74
6226,33,93864,2018-03-09,sales,70
6227,twenty five,134516,2017-09-20,,55
6228,46,71698,2023-10-12,VeryLongDepartmentName123,55
6229,61,133931,2022-09-29,VeryLongDepartmentName123,80
6230,23,26069,2017-05-19,,72
6231,36,37397,2018-05-10,Marketing,171
6232,31,130525,2018-09-04,Engineering,50
6233,53,124745,2018-03-18,Marketing,97
6234,27,50000 ,not_a_date, SALES ,91
6235,57,32630,2023-07-16,Engineering,53
348,36,32537,2016-09-09,Sales,92
6237,51,116401,2019-05-22,Hr,91
6238,61,$60000,2024-07-01,,89
6239,39,33157,2021-04-24,MKT,73
6240, 30 ,138693,2018-04-01,Hr,56
6241,19,67412,2015-01-23,MKT,56
6242,52,,2024-12-04,human resources,56
6243,20,23418,2020-04-08,Support,88
6244,154,50959,2023-08-18,Engineering,100
6245,20,124061,2019-10-02,MKT,84
6246,26,,2022-08-12,sales,75
6247,53,32166,2017-02-27,,
6248,40,94684,2016-11-07,Engg,78
6249,155,96628,2020-11-29,,71
6250,26,86887,32/13/2020, SALES ,88
6251,twenty five,138036,,Hr,61
6252,30,138923,2021-11-08,Support!!,100
6253,30,abc,2018-04-23,,77
6254,65,106393,2021-11-03,human resources,NaN
6255,140,,not_a_date,Support!!,68
6256,37,84829,2016-01-19,human resources,64
6257,31,121101,2019-05-03,Support,52
6258,41,73013,2015-08-10,,55
6259,152,102306,2022-11-13,,-10
6260,23,37315,,sales,63
6261,49,71016,2015-03-03,Engineering,94
6262,23,92918,2017-11-08,Engineering,65
6263,,113471,not_a_date,Engineering,62
20,51,,2015-01-27,MKT,-10
6265,55,134273,2022-08-10,,90
6266,62,145764,not_a_date,,50
6267,64,46242,2018-10-17,Engineering,74
6268,123,41350,2018-07-25,Sales,227
6269,twenty five,130786,2021-03-07,Marketing,69
6270,40,59023,32/13/2020,Hr,74
93,156,144377,2017-06-01,Sales,59
6272,21,142245,2017-11-15, SALES ,69
6273,18,85788, 2023-07-10 ,, 85 
6274,twenty five,129368, 2023-07-10 ,human resources,73
6275,21,78142,2018-04-23,MKT,74
6276,48,141497,2022-11-07,Marketing,64
6277,47,72591,2018-07-31, SALES ,73
6278, 30 ,78907,2017-04-26,VeryLongDepartmentName123,151
6279,30,43923,2024-07-07,Engg,58
6280,134,,not_a_date,VeryLongDepartmentName123,95
6281,49,abc,2023-10-18,,67
6282,40,75821,2019-10-11,VeryLongDepartmentName123,
6283,40,26064,2023-07-30,VeryLongDepartmentName123,74
6284,63,108035,2022-01-25,Support,73
6285,47,69897,2023-09-04,Sales,
6286,44,148077,2018-07-04,Marketing,58
6287,26,35805,2015-09-05,Engineering,77
6288,36,81048,2016-10-27,Support,52
6289,,107651, 2023-07-10 ,sales,80
6290,51,119496,2024/05/01,HR,
6291,twenty five,108110,2020-10-06,Engineering,51
6292, 30 ,100730,2024-12-23,Support!!,76
6293,25,46414,2024-09-04, SALES , 85 
6294,18,48668,2021-01-02,HR,93
6295,24,97694,2022-09-05,Marketing,69
6296,54,118502,32/13/2020,Engineering,82
6297,,76899,2017-11-24,Marketing,80
6298, 30 ,3162401,2017-10-11,Marketing,84
6299,40,31148,2022-08-17,Engg,58
6300,18,4511646,not_a_date,MKT,93
6301,56,64375,2015-11-01,HR,88
6302,24,112012,2020-09-22,Engg,97
6303,58,28568,2016-04-17, SALES ,56
6304,55,89704,2021-10-18,Engg,62
6305,62,81179, 2023-07-10 ,Support!!,NaN
6306,50,78085,32/13/2020,Support!!,90
6307,36,130447,2017-05-10,Sales,58
6308,42,$60000,2024-04-06,Marketing,-10
6309,137,37065,2017-12-01,Engineering,96
6310,21,1299231,2024-05-26,,82
6311,,81328,32/13/2020,human resources,90
6312,42,59811,2017-04-08,Engg,-10
6313,twenty five,$60000,2020-12-18,Engineering,
6314,65,129426,2018-06-29,Support!!,90
6315,59,56391,2020-05-03,, 85 
6316,50,,2018-11-26,MKT,
6317,33,111331,2024/05/01,Support!!,91
6318,60,,2020-08-14,,97
275,,107873,2019-08-24,,NaN
6320,44,58310,2022-07-02,human resources, 85 
6321,40,136482,2020-03-21,Hr,81
6322, 30 ,106625,2015-01-19,Sales,53
6323,19,139896,2019-05-27,MKT,50
499,29,33637,2016-06-30,Marketing,72
6325,50,,2017-10-04,Marketing,71
6326,49,100849,2023-03-07,Sales,72
6327,18,abc,2020-10-14,HR,100
6328,40,124959,2023-04-22,HR,70
6329,,27081,2018-11-26,VeryLongDepartmentName123,56
6330,18,50000 ,2023-08-22,Engg,-10
6331,44,126207,32/13/2020,Engg, 85 
6332,51,73036,2021-07-30,Support!!, 85 
6333,43,30976,2017-06-04,,55
6334, 30 ,64041,2017-12-16,Engg,
6335,135,144981,2020-10-12,HR,92
6336,28,abc,2023-04-28,VeryLongDepartmentName123,86
6337,,112787,32/13/2020,Engg,54
6338,54,149794,2021-08-17,Support,94
6339,33,65314,2016-12-01,HR,NaN
6340,32,129116,2016-11-28,Support!!,87
6341,,69229,2019-08-14,Hr,65
303,28,88742,2024-09-12,HR,91
6343,34,$60000,2022-05-05,,70
6344,twenty five,119257,2019-05-15,Support,51
6345,twenty five,50000 ,2021-03-13,Support,72
6346,188,48578,2017-01-10,VeryLongDepartmentName123,290
6347,23,3481388,2024/05/01,human resources,79
6348,,72678,2016-03-16,MKT,214
6349,37,$60000,2021-06-18,Engg,89
6350,20,46489,2016-04-04,Marketing,84
6351,20,50000 ,2019-10-12,HR, 85 
437,twenty five,37313,2024/05/01,VeryLongDepartmentName123,99
402,23,109130,2024-02-25,VeryLongDepartmentName123,95
6354,40,49419,2022-08-19,Engg,92
6355, 30 ,149631,2018-06-14,VeryLongDepartmentName123,93
6356,30,83006,2017-10-27,Hr, 85 
6357,171,130364,not_a_date,,67
6358, 30 ,$60000,2015-11-02,Engineering,
6359,,37521,32/13/2020,Support,80
6360,133,53460,2019-01-28,VeryLongDepartmentName123,-10
6361,twenty five,3462485,2019-01-22,sales,65
6362,27,63726,2017-10-31,Engineering,76
6363,59,139782,,VeryLongDepartmentName123,57
6364,50,53304,2024-01-10,Support,90
6365,twenty five,73273,2024-07-21,MKT,NaN
6366,129,44640,2017-12-27,HR,97
6367,50,40207, 2023-07-10 ,Support,57
6368,36,abc,2024-03-20,MKT,55
6369,57,41635,2024-03-21,Marketing,99
6370,50,48265,2023-04-20,sales,NaN
6371,19,50000 ,2021-01-14, SALES ,69
6372,49,119186,2024-11-04,Support!!,58
6373,57,113499,2019-06-09,Engg,75
6374,47,69638,2021-07-18,sales,94
6375,56,45084,2020-02-19,HR,56
6376,18,117147,32/13/2020,HR,100
6377,63,141883, 2023-07-10 ,human resources,99
6378,167,134020,2018-02-19,Engg,91
6379,,63917,, SALES ,73
6380,53,97469,2018-06-15,Engg,-10
6381,175,42807,2024-10-07,Support!!,NaN
6382,29,97014,2022-01-10,,82
6383,59,110990,2019-06-01,Engineering,57
6384,50,52668,2021-01-18,Sales,80
6385, 30 ,140289,2024/05/01,sales,67
6386,24,113281,2023-02-03,Marketing,63
6387,42,64776,2016-02-05,Marketing, 85 
6388,twenty five,146797,2016-06-17,human resources,50
6389,twenty five,96269,2015-08-26,human resources,95
6390,54,146471,2022-04-17,Hr, 85 
6391,48,121835,2024-03-20,Support,64
6392,28,abc,2022-06-28, SALES ,77
6393,33,121508,2022-04-17,VeryLongDepartmentName123,90
6394,33,144582,2022-01-15,sales,78
6395,38,41518,2021-04-06,HR,97
6396,43,62709,2017-03-11,human resources,56
6397,54,3061866,2020-07-25,sales,NaN
6398,65,106250,2016-11-20,Engg,79
6399,58,4474650, 2023-07-10 ,Sales,50
6400,61,147729,2019-03-24,Support,89
6401,27,86882,32/13/2020, SALES ,100
6402,29,75945,2024-09-06,Support!!,91
6403,101,60090,2022-04-22,human resources,98
6404, 30 ,44950,2017-09-03,Hr,91
6405, 30 ,50000 ,2016-05-11,VeryLongDepartmentName123,50
6406,49,89624,2017-12-10,Marketing,68
6407, 30 ,50000 ,, SALES ,52
6408,49,103265,2023-02-12,,-10
6409,26,22385,2019-03-06,HR,73
6410,48,abc,2020-05-22,,219
6411,28,83159,,MKT,93
6412,47,130747,2018-05-15,Support,83
6413,33,64830,2017-02-04,VeryLongDepartmentName123,88
6414,153,145585,2022-12-20,,87
6415,38,118112,2024-11-30,HR, 85 
89,116,110595,2020-10-22,Support,69
6417,43,,2015-03-31,HR,78
6418,60,,2019-02-16,Engg,-10
6419,49,60226,2021-07-04,Engg,69
6420,29,abc, 2023-07-10 ,,96
6421,twenty five,50645,2023-11-25,HR,89
127, 30 ,49094,2019-10-17,MKT,97
53,,37286,2021-12-20,Engg,
6424,,27747,2020-10-03,sales,90
6425,33,$60000,2018-03-16,Engineering,88
6426,62,64039,2018-08-15,VeryLongDepartmentName123,83
6427,38,127613,2017-08-24,Hr,
6428,19,135882,2021-07-21,Marketing, 85 
6429,52,42761,2016-09-26,VeryLongDepartmentName123,80
6430,31,123942,2024-11-12,,64
6431, 30 ,abc,2018-02-17,Engg,NaN
6432,155,28927,2015-06-16,Marketing,249
6433,56,,2020-06-29,Engineering,81
6434,23,62353,, SALES ,67
6435,44,65200,2020-08-08,Sales,-10
6436,62,1690035,2019-01-21,Engineering,55
6437,twenty five,$60000,2024/05/01,HR,90
6438,27,126431, 2023-07-10 ,Marketing,59
100,163,abc,2021-01-08,MKT,78
6440,122,132212,2016-07-27,Engg,77
6441,65,95891,2022-11-13, SALES ,50
6442,40,85275,2016-09-11,VeryLongDepartmentName123,NaN
6443,64,112109,2017-12-21,,180
6444,twenty five,53013,2021-11-05,sales,55
6445,46,52199,2023-07-13,sales,96
184,55,,2024-03-01,,81
6447,37,90096,2024-01-10,Hr,81
6448,64,, 2023-07-10 ,Sales,68
6449,23,88470,2016-06-05,Hr,85
6450, 30 ,63799,32/13/2020,Engineering,52
6451,46,135246,2023-10-30,Support!!,96
6452,55,98365,2022-06-03, SALES ,86
6453,41,101474,32/13/2020,MKT,97
6454,60,61192,,sales,70
6455,57,abc,2022-12-30,Engineering,77
6456,124,99182,2016-08-04,Support!!,90
6457,30,56181,2018-08-14,sales,69
6458,62,26861,,Sales,73
6459, 30 ,73138,2024/05/01,Sales,78
6460,twenty five,4442111,2024-07-20,Support!!,61
6461,63,142112,2015-08-20,Engineering,90
6462,45,141014,2017-07-20,Marketing,83
6463,37,$60000,2020-06-25,Support,73
317,28,$60000,2023-01-20,sales,59
6465,38,$60000,2024-01-12,VeryLongDepartmentName123,96
6466,26,53388,2023-09-05,Engg,-10
6467,53,88252,2020-09-07,Support,99
6468,54,137675,2022-05-29,Sales,91
6469,19,69983,2019-11-14,Engineering,152
6470,25,,2024-11-17,Marketing,64
6471,23,110432,2015-09-10,HR,NaN
6472,,116132,2018-11-17, SALES ,64
