"ID","Age","Salary","JoinDate","Department","Score","Salary_missing_flag"
4727,63,"75020",2016-12-30,"Marketing",85,0
4728,20,NA,2024-12-16,"Engg",77,1
4729,40,"40327",2015-11-25,"sales",29.5,0
4730,53,"70419",2017-06-16,"human resources",84,0
4731,44,"73462",2019-08-04,"VeryLongDepartmentName123",75,0
4732,30,"101200",2022-06-20,"MKT",61,0
4733,34,"121472",NA,"Sales",79,0
4734,50,NA,2024-10-25,"Engg",71,1
4735,27,"92896",2019-12-26,"Engineering",89,0
4736,24,"81967",2020-12-02,"Sales",85,0
4737,34,"121538",2018-11-30,"Engineering",85,0
4738,23,"$60000",2016-06-24,"Engineering",58,0
4739,42,"21435",NA,"Marketing",80,0
4740,37,"41700",NA,"human resources",93,0
4741,87.5,"90292",2017-04-02," SALES ",95,0
4742,64,"81816",2020-01-23,"Sales",70,0
4743,60,"48742",2021-02-05,"human resources",90,0
4744,49,"134159",2017-07-20,"MKT",55,0
4745,50,"120049",2023-07-10,"Engg",84,0
4746,20,"110739",2019-07-23,"MKT",65,0
4747,42,"83681",NA,"Support",100,0
4748,41,"35187",2023-04-20,"Engg",93,0
4749,29,"50000 ",2022-05-01,"Engg",70,0
4750,18,"145196",2020-09-04,"Marketing",88,0
4751,33,"50073",2018-02-12,"Hr",70,0
4752,40,"118051",NA," SALES ",69,0
4753,24,"4908006",2023-01-28,"Engg",81,0
4754,30,"135696",NA,"sales",93,0
4755,19,"62724",2015-01-27,"Engg",56,0
4756,50,"56111",2020-05-09,"human resources",85,0
4757,42,"140248",2017-07-13,"Hr",83,0
4758,87.5,"abc",2023-07-06,"Hr",94,0
4759,55,"42089",2024-07-23,"human resources",59,0
4760,45,"113500",2016-07-28,"VeryLongDepartmentName123",66,0
4761,33,"92605",2022-11-26,"Engineering",55,0
4762,33,"148247",2019-05-21,"MKT",85,0
4763,87.5,"142634",2019-04-06," SALES ",77,0
4764,19,"132344",2016-01-11,"Marketing",86,0
4765,42,"59182",2018-12-31,"Marketing",73,0
4766,63,"43173",NA,"Engg",83,0
4767,61,"28750",2023-07-10,"Engg",63,0
4768,42,NA,2020-09-02,"MKT",64,1
4769,65,"140155",2015-03-30,"Marketing",52,0
4770,65,"54365",2021-07-21,"HR",82,0
4771,27,"abc",NA,"Support!!",100,0
4772,42,"39385",2020-12-02,"Engg",85,0
4773,42,"138094",2017-07-19,"Support",63,0
4774,57,"27093",2019-02-26,"Support!!",59,0
4775,30,"48316",2020-09-09,"Engg",77,0
4776,30,"30807",2021-04-22,"Engg",29.5,0
4777,60,"91512",NA,"Engg",84,0
4778,18,"121388",2024-03-13,"MKT",77,0
4779,87.5,NA,2021-06-12,"Marketing",100,1
372,48,"23837",2019-03-07,"Hr",90,0
4781,87.5,"92100",2017-04-28,"Engg",88,0
4782,50,"114427",NA,"Engg",71,0
4783,54,"105448",NA,"HR",78,0
4784,42,"69519",2022-11-22,"Hr",83,0
4785,56,"81681",2016-05-18,"Engineering",57,0
4786,87.5,"74761",2018-12-07,"Marketing",29.5,0
4787,37,"125105",NA,"Engg",95,0
4788,64,"118037",2020-11-13," SALES ",88,0
4789,30,"143322",2015-07-13,"HR",94,0
4790,45,"48185",2017-03-10,"MKT",100,0
4791,61,"abc",2017-07-20,"Support!!",93,0
4792,62,"86397",NA,"Sales",57,0
4793,51,"39945",NA,"HR",100,0
4794,48,"56873",2019-09-12,"human resources",85,0
4795,50,NA,2015-11-22,"Engg",29.5,1
4796,24,"50000 ",2020-03-12,"sales",100,0
4797,24,"117004",2016-07-28,"Engg",29.5,0
4798,24,"89294",2023-07-07,"HR",64,0
4799,37,"78609",2022-07-24,"Support!!",85,0
4800,56,"2039224",NA,"Support!!",98,0
4801,30,"143161",2015-03-24,"Hr",84,0
4802,87.5,"50000 ",2015-05-14,"Engineering",79,0
4803,50,"57059",2016-09-06,"Engg",94,0
4804,18,"113915",2019-05-19,"Support",29.5,0
4805,61,"113677",2022-11-23,"Engg",52,0
4806,52,"126582",2023-03-05,"MKT",94,0
4807,42,"72928",2015-12-01,"MKT",95,0
4808,87.5,"136020",2024-06-01," SALES ",100,0
4809,51,"50000 ",2015-02-17,"Engg",80,0
4810,30,NA,2016-01-21,"Hr",29.5,1
4811,42,"abc",NA,"Engg",100,0
4812,49,"64122",2018-07-13,"Engg",50,0
4813,61,"63248",NA," SALES ",64,0
4814,42,"22209",2018-06-18,"Sales",77,0
4815,41,"$60000",2021-07-31,"Sales",77,0
4816,63,"$60000",2015-01-01,"Marketing",81,0
4817,87.5,"70083",2019-03-15,"Engg",61,0
4818,28,"28091",NA," SALES ",98,0
4819,61,"61247",2016-05-08,"Hr",61,0
4820,30,"26869",2021-09-22,"Engg",77,0
4821,50,"123605",2024-08-07,"VeryLongDepartmentName123",100,0
4822,25,"59933",2022-01-03,"Engg",100,0
4823,19,"105913",2023-06-05,"sales",77,0
4824,21,"30270",2024-02-15,"Marketing",76,0
4825,59,"100760",NA,"Support!!",73,0
4826,31,"$60000",2015-07-30,"Support!!",76,0
4827,45,"137119",2024-01-22,"VeryLongDepartmentName123",95,0
117,46,"52515",2018-06-21,"Engg",52,0
4829,45,"146367",2024-04-12,"sales",53,0
4830,87.5,NA,2019-10-22,"Engg",70,1
4831,65,"50000 ",2021-12-26,"Engg",100,0
4832,63,"3303884",2023-04-29,"Engineering",80,0
4833,50,"49205",2019-01-11,"HR",77,0
327,50,"86831",2016-12-23,"VeryLongDepartmentName123",94,0
4835,39,NA,NA,"Marketing",89,1
4836,65,"50000 ",2015-05-23,"Hr",95,0
4837,26,"abc",2018-01-12,"MKT",63,0
4838,54,"96502",2016-06-22," SALES ",85,0
4839,36,"138884",2019-08-08,"Support!!",89,0
4840,87.5,"108339",2015-10-03,"VeryLongDepartmentName123",60,0
4841,39,"41077",2018-11-25,"sales",65,0
4842,42,"68344",2023-07-10,"Engineering",85,0
4843,30,"abc",2015-02-22,"Engg",98,0
4844,43,"115406",2018-10-25,"MKT",85,0
4845,48,"134048",2024-01-20,"Engg",75,0
4846,43,"64605",2020-01-08,"sales",76,0
4847,42,"73303",NA,"HR",70,0
4848,31,"78193",2015-10-11,"Engg",77,0
4849,42,"82634",2015-07-04,"human resources",71,0
169,24,"106929",2018-06-21,"MKT",90,0
4851,87.5,"131819",2020-11-12,"Support",69,0
4852,30,"37075",2019-07-16," SALES ",29.5,0
4853,44,"148435",2017-08-06,"MKT",99,0
4854,49,"107329",2022-12-28,"Engg",79,0
4855,65,"74614",NA," SALES ",92,0
4856,30,"64479",2017-12-28,"Support!!",67,0
4857,30,"50000 ",2020-05-13,"Marketing",29.5,0
4858,32,"65969",2020-06-02,"Sales",91,0
4859,39,"91183",2019-06-16,"MKT",89,0
4860,54,NA,2024-04-28,"VeryLongDepartmentName123",83,1
4861,19,"abc",NA,"sales",93,0
4862,87.5,"2465687",2023-06-08,"Engg",100,0
288,48,"109121",2022-12-24,"Engg",66,0
4864,55,"128372",2021-09-16,"Engg",64,0
4865,34,"140151",2024-11-08,"Engg",97,0
4866,30,"37331",NA,"Support!!",60,0
4867,45,"abc",2016-03-28,"Engineering",77,0
4868,42,"71903",2019-06-04,"MKT",96,0
4869,20,NA,2019-10-21," SALES ",100,1
4870,42,"31591",2015-03-09,"VeryLongDepartmentName123",58,0
4871,18,"50000 ",2023-11-02,"Support",59,0
4872,62,"136739",2015-07-25,"Engg",80,0
393,53,"54588",2018-08-15,"Engg",85,0
4874,25,"105236",2017-04-26,"HR",55,0
357,61,NA,NA,"Engg",78,1
4876,30,"148269",2018-01-18," SALES ",85,0
4877,35,"92676",2016-02-13,"Support",85,0
4878,55,"102986",2018-11-18,"Marketing",85,0
4879,48,"89595",2015-08-12,"Sales",97,0
4880,36,"55226",2018-10-31,"Sales",73,0
4881,87.5,"50000 ",2020-09-27,"Marketing",80,0
4882,87.5,"125002",2017-12-17,"Support!!",82,0
4883,19,"123631",2021-06-07,"HR",99,0
4884,45,"43773",NA,"HR",71,0
4885,37,"48339",2022-03-28,"Sales",77,0
4886,42,"3108884",2021-03-19,"Sales",77,0
4887,87.5,"96066",2018-08-29,"MKT",86,0
4888,48,"125849",2024-01-02,"Engineering",55,0
4889,64,"108556",2023-08-25,"Support",77,0
4890,35,"24178",2018-10-25,"VeryLongDepartmentName123",76,0
4891,42,"47976",2015-04-26,"HR",85,0
4892,23,"50000 ",2024-08-13,"VeryLongDepartmentName123",56,0
4893,44,"83026",2016-08-01,"Engg",82,0
4894,87.5,NA,NA,"Marketing",65,1
4895,26,"119058",2021-01-22,"Support!!",77,0
4896,65,"85998",NA,"Support",57,0
4897,30,"72632",2020-03-18,"Marketing",57,0
4898,42,"56765",2022-12-26,"Support",77,0
4899,32,"116048",2020-03-17,"Hr",69,0
4900,53,"59261",2022-01-18,"Hr",74,0
4901,38,"73608",2018-07-01,"human resources",58,0
4902,30,NA,2024-05-31,"Sales",69,1
4903,27,"3184877",2021-07-10,"sales",77,0
4904,34,"128395",NA,"sales",70,0
4905,50,"149682",2023-06-11,"human resources",100,0
4906,34,"124856",2016-10-01,"Support!!",72,0
4907,44,NA,2019-12-07,"Sales",73,1
4908,40,"89271",NA,"Engg",94,0
4909,22,"145115",2022-10-24,"Support",95,0
4910,49,"86176",NA,"MKT",77,0
4911,35,"28869",2015-11-20,"human resources",50,0
4912,63,"118957",2023-07-10,"human resources",87,0
29,52,"134802",2018-05-24,"Engineering",77,0
4914,42,"45440",2019-10-01," SALES ",67,0
4915,19,"138479",2016-10-04,"MKT",60,0
4916,42,"149996",2024-03-09,"Engg",85,0
4917,25,"30625",2020-11-02,"Marketing",54,0
4918,42,"116167",2020-11-13,"Engg",69,0
4919,49,"47964",NA," SALES ",60,0
4920,42,NA,2015-07-22,"human resources",51,1
4921,87.5,"66122",2024-05-09,"MKT",77,0
4922,25,"$60000",2020-04-17,"Engg",76,0
4923,42,"abc",2018-11-01,"Engg",100,0
4924,42,"134544",NA,"Hr",80,0
4925,42,"29583",2022-02-22,"VeryLongDepartmentName123",52,0
4926,87.5,"50897",2015-07-29," SALES ",82,0
4927,63,"2980410",2022-06-10,"HR",75,0
4928,32,"36561",2015-01-26,"human resources",91,0
4929,87.5,"149309",2023-12-10,"Support!!",71,0
4930,21,"103037",2020-03-04,"Sales",100,0
395,24,"67622",2021-03-27,"VeryLongDepartmentName123",97,0
4932,37,"106086",2023-07-10,"Support!!",68,0
4933,31,"97254",NA,"HR",52,0
4934,53,"37996",2024-12-15,"Support!!",56,0
4935,29,"26813",2022-10-12,"VeryLongDepartmentName123",76,0
4936,53,"45760",2023-07-10,"Engg",60,0
150,42,"85697",2015-12-14,"MKT",96,0
4938,62,"46377",2022-09-15,"Sales",88,0
4939,53,"27148",2016-11-26,"Support!!",83,0
4940,42,"75603",2020-12-15,"sales",85,0
4941,20,"$60000",2017-09-28,"VeryLongDepartmentName123",29.5,0
4942,53,NA,2023-05-16,"Engg",58,1
4943,42,NA,NA,"Support!!",86,1
4944,25,"abc",2023-07-10,"sales",69,0
4945,21,NA,2023-07-31,"VeryLongDepartmentName123",61,1
4946,55,"77517",2018-03-10,"MKT",56,0
4947,37,"90526",2016-05-10,"Engg",54,0
179,36,"50000 ",2020-03-30,"human resources",69,0
4949,65,NA,2023-07-10,"Support",50,1
4950,53,"45093",2024-06-07,"Hr",71,0
4951,40,"79009",2019-01-18,"Engg",79,0
4952,63,"24325",NA,"VeryLongDepartmentName123",77,0
4953,47,"1088740",2021-04-18,"Engineering",53,0
4954,42,"2319845",2016-02-12,"Hr",29.5,0
4955,43,"48399",2016-01-28,"MKT",77,0
4956,30,"61792",2021-06-08,"Support!!",80,0
4957,30,"104820",NA,"Sales",53,0
4958,46,"81806",2020-03-04,"Support",87,0
4959,46,"abc",2021-03-20,"MKT",61,0
4960,35,"71751",2024-09-14,"Sales",61,0
4961,50,"79656",2021-04-07,"Hr",66,0
4962,87.5,"109013",2020-07-23,"Engg",86,0
4963,18,NA,2023-07-10,"MKT",29.5,1
4964,30,"25998",NA,"Engg",81,0
4965,31,"$60000",2015-02-13,"Engg",82,0
4966,23,"38753",2019-07-15,"VeryLongDepartmentName123",93,0
4967,63,"80614",2020-09-01,"Engineering",88,0
4968,45,"78758",2022-12-10,"MKT",92,0
4969,58,"93104",2020-09-30,"HR",79,0
4970,30,"114266",2019-08-05,"human resources",29.5,0
4971,19,"79070",NA,"human resources",72,0
4972,60,"3246494",2023-10-17,"Marketing",67,0
4973,30,"131520",2015-12-14,"Sales",81,0
4974,33,"130458",2020-09-09,"sales",62,0
4975,31,"63114",NA,"Sales",77,0
4976,47,"50000 ",2021-11-06,"Engg",84,0
4977,24,"50000 ",2016-06-23,"Hr",73,0
4978,26,"43638",2022-10-04,"Sales",77,0
4979,41,NA,2021-06-30,"sales",77,1
4980,41,"40917",NA,"Hr",78,0
4981,48,"127302",2023-07-10,"HR",77,0
4982,21,"40949",2020-06-12,"Support!!",81,0
4983,22,"126627",2017-02-12,"Engineering",87,0
4984,49,"83084",NA," SALES ",86,0
4985,45,"149926",2015-06-23,"Hr",55,0
4986,30,"55610",NA,"HR",77,0
4987,55,"146961",2023-02-11,"Support!!",60,0
226,20,"93486",NA,"MKT",75,0
4989,30,"95698",2022-11-12,"human resources",29.5,0
4990,63,"3150563",2024-04-06,"sales",77,0
4991,43,"98899",2017-12-22,"Engg",85,0
4992,46,"24799",NA,"sales",71,0
4993,38,"149784",2016-11-29,"Engg",50,0
4994,30,"91853",NA,"Engg",85,0
4995,26,"50000 ",2016-09-23,"Engg",96,0
4996,35,"27255",2017-07-04,"Engg",85,0
4997,60,"$60000",2018-08-01,"Engineering",67,0
4998,42,"142187",NA,"Support",65,0
4999,61,NA,2019-03-18,"sales",69,1
5000,32,"86481",2015-12-09,"Support!!",95,0
5001,42,"42355",2017-07-16,"human resources",58,0
5002,30,"54306",2024-03-03,"Sales",76,0
5003,35,"120936",2018-03-09,"Hr",29.5,0
5004,45,NA,2017-11-05,"Marketing",72,1
5005,32,"50390",2021-08-30,"sales",77,0
5006,42,"78302",2015-05-24,"human resources",80,0
5007,30,NA,2016-11-14,"Engg",57,1
5008,53,"abc",NA,"Engg",85,0
5009,42,"42930",NA,"Engg",90,0
5010,44,"1966212",2019-08-20,"Engg",76,0
5011,46,"32925",NA,"Engg",55,0
5012,51,"88946",2024-08-25,"Engg",77,0
5013,56,"71945",2022-05-29," SALES ",96,0
5014,30,"$60000",2021-10-30,"sales",69,0
5015,65,"121609",2019-08-19,"Engg",77,0
5016,45,"96637",2015-01-15,"HR",97,0
271,37,"139625",2023-07-10,"Hr",89,0
5018,59,NA,2018-06-27,"Engg",77,1
5019,23,"138822",NA,"MKT",60,0
5020,65,"20745",2024-07-19,"Support!!",69,0
5021,42,"108238",2024-05-06,"Support",65,0
5022,37,"$60000",2022-12-13,"Support",77,0
5023,65,"121654",2023-07-10,"human resources",59,0
5024,41,"138925",2017-11-28,"Marketing",99,0
5025,31,"29635",2023-07-10,"Marketing",80,0
5026,87.5,"89552",2021-09-22,"sales",77,0
5027,18,"77888",2016-12-10,"Support",71,0
5028,42,"abc",NA,"Hr",85,0
5029,41,"64232",2019-09-22,"Sales",85,0
5030,87.5,"abc",2021-01-06,"Engg",94,0
5031,45,"2727685",NA,"Engg",97,0
5032,46,"144843",2016-04-14," SALES ",93,0
5033,62,"59598",2016-10-07,"VeryLongDepartmentName123",90,0
5034,48,"58983",2023-06-10,"Hr",85,0
5035,36,"93202",2016-12-02,"HR",73,0
5036,51,"108513",2017-12-17,"Hr",100,0
5037,39,"37629",2020-02-05,"MKT",53,0
5038,87.5,"1842099",2015-03-14,"Support!!",51,0
5039,30,"100205",2015-02-10,"VeryLongDepartmentName123",85,0
5040,30,"50000 ",2020-01-18,"VeryLongDepartmentName123",77,0
5041,60,"62280",2015-12-16," SALES ",66,0
5042,42,"abc",2017-08-22,"Marketing",98,0
5043,30,"abc",2021-09-12,"HR",92,0
5044,87.5,"144153",2022-04-27,"HR",59,0
253,44,NA,NA,"Engineering",77,1
5046,46,"3542768",2015-07-01,"human resources",87,0
5047,35,"105589",2019-01-30,"MKT",78,0
5048,29,"140421",2018-06-01,"VeryLongDepartmentName123",66,0
5049,57,"50426",2019-08-30,"MKT",74,0
5050,25,"45908",2018-04-08,"human resources",67,0
5051,42,"abc",2019-07-18,"Hr",56,0
5052,53,"100242",2020-03-25,"Hr",94,0
5053,30,"148205",2021-01-31,"sales",53,0
5054,64,"50000 ",2019-11-29,"sales",77,0
5055,20,"121615",2017-01-17,"Engg",89,0
5056,59,"110385",2015-04-28,"sales",59,0
5057,55,"abc",2023-12-27,"Engg",51,0
5058,35,"50000 ",NA,"Engineering",57,0
5059,52,"$60000",NA,"Support",97,0
5060,26,"54946",2016-05-24," SALES ",72,0
5061,30,"114551",2024-08-03,"Engg",77,0
5062,37,"50000 ",2016-06-08,"sales",71,0
5063,28,NA,NA,"Engg",50,1
5064,54,"143344",2015-11-17,"Engg",85,0
423,37,"138561",2023-07-10,"sales",77,0
5066,50,"30508",2020-11-30,"Engg",77,0
4,55,"27973",2022-02-22,"Engg",29.5,0
5068,42,"22672",2021-01-23,"Engg",77,0
5069,41,"24194",2015-10-31,"Marketing",72,0
5070,41,"141575",NA,"Engineering",93,0
5071,61,"63391",2022-08-13,"sales",94,0
5072,87.5,"105460",NA,"MKT",53,0
5073,56,"54934",2021-03-08,"MKT",76,0
5074,47,"24759",2015-09-03,"VeryLongDepartmentName123",94,0
5075,48,"149131",2021-05-11,"Sales",77,0
5076,49,"106397",2022-05-01,"Support",77,0
5077,42,"35856",2022-10-29,"human resources",29.5,0
5078,55,"126778",2019-11-07,"sales",77,0
5079,62,"32089",2023-07-10,"Hr",87,0
5080,42,"62234",2018-02-02,"Engg",89,0
5081,64,"1198259",2020-03-21,"Engg",98,0
5082,62,"21610",2020-07-20,"VeryLongDepartmentName123",77,0
5083,87.5,"129412",2020-01-10,"human resources",64,0
5084,56,"142914",2019-12-26,"VeryLongDepartmentName123",54,0
5085,41,"122473",2021-05-13,"Hr",67,0
5086,44,"132968",NA,"Engg",73,0
5087,42,"38123",NA,"Support!!",85,0
5088,65,NA,2017-10-08,"MKT",58,1
5089,30,"1169737",2021-12-30,"Support",29.5,0
5090,24,"75932",2022-12-21,"Engg",89,0
5091,32,"104356",2020-03-12,"Engineering",77,0
5092,47,"116330",2016-12-20,"sales",58,0
5093,43,"144472",2016-12-28,"Marketing",92,0
5094,41,"45282",NA,"human resources",74,0
5095,36,NA,2023-07-10,"human resources",29.5,1
5096,57,"148553",NA,"Hr",52,0
5097,20,"4002133",2020-06-02,"sales",51,0
5098,42,"29480",2016-10-26,"Engg",96,0
5099,33,"124898",2024-06-07,"HR",62,0
5100,59,"96211",2021-04-25,"MKT",63,0
118,30,"34375",2019-11-03,"Engg",74,0
5102,87.5,"42770",2019-01-29,"MKT",77,0
5103,60,"abc",2023-12-23,"Engg",75,0
5104,42,"146306",2021-03-19,"Engg",83,0
5105,35,"65689",2022-04-17,"Engineering",82,0
5106,87.5,"147629",2020-06-05,"sales",88,0
5107,49,"$60000",2021-09-06,"Marketing",86,0
5108,64,"50000 ",2017-12-25," SALES ",85,0
5109,55,"89135",NA,"human resources",29.5,0
5110,45,"49922",NA," SALES ",78,0
5111,30,"$60000",2017-09-07,"Hr",85,0
5112,49,"50000 ",2018-06-13,"Marketing",74,0
5113,25,"122036",2021-11-15,"Support!!",71,0
5114,18,"$60000",2015-02-28,"Engineering",77,0
5115,18,"129812",2016-08-25,"Engineering",51,0
5116,42,"21319",2018-01-27,"VeryLongDepartmentName123",74,0
5117,42,"149024",2020-11-21,"Engg",63,0
5118,20,"25438",NA,"Hr",81,0
5119,61,"55810",2023-07-10,"Engg",51,0
5120,30,"50000 ",NA,"Engg",60,0
5121,30,"abc",2015-11-02,"Support!!",77,0
5122,39,"134878",2019-09-17,"Engineering",100,0
5123,42,"28526",2022-08-06,"Support!!",74,0
5124,42,"39926",2024-03-31,"VeryLongDepartmentName123",64,0
5125,41,"42337",2020-04-23,"Engineering",67,0
5126,54,"50000 ",NA,"Sales",85,0
5127,62,"56921",2021-07-31,"HR",95,0
5128,39,"102422",2018-03-26,"sales",94,0
5129,38,"140234",NA,"Sales",71,0
5130,63,"35599",NA,"VeryLongDepartmentName123",100,0
5131,62,"104622",2018-01-23,"Hr",84,0
5132,50,"101040",2017-10-30,"VeryLongDepartmentName123",89,0
5133,41,"70395",2024-09-20,"HR",85,0
5134,87.5,"143949",2020-08-27,"Sales",84,0
5135,58,"127706",2024-08-09,"Engineering",72,0
5136,36,"124791",2015-05-14,"Support!!",77,0
428,42,"122675",2019-11-12,"sales",62,0
394,58,"39440",2015-02-06,"MKT",52,0
367,38,"abc",2019-04-29," SALES ",68,0
5140,63,"129411",2023-12-02,"human resources",57,0
5141,56,"66958",NA,"Engg",75,0
5142,64,"abc",NA,"Engg",77,0
5143,57,"92738",2015-01-22,"Engineering",68,0
5144,18,"50000 ",2020-07-22," SALES ",83,0
5145,46,NA,2016-01-15,"Engg",85,1
5146,20,"105522",2022-04-07,"Engg",77,0
5147,43,"47344",2022-09-22," SALES ",74,0
5148,32,"53001",2018-12-29,"Engineering",72,0
5149,42,"27993",2021-05-23,"Engineering",77,0
5150,39,"130487",2017-10-11,"Sales",59,0
5151,22,"68188",2019-10-24,"Engg",100,0
5152,87.5,"123865",2022-01-08," SALES ",86,0
5153,30,"50488",NA,"Support",84,0
5154,36,"$60000",2018-12-28,"Engineering",65,0
5155,42,"1652744",2019-01-30,"sales",57,0
5156,42,"30332",2018-02-03,"Sales",67,0
5157,42,"134239",2021-12-29," SALES ",67,0
5158,42,"113843",2017-02-13," SALES ",70,0
5159,30,"76888",2024-08-15,"Hr",99,0
5160,55,"91041",2015-09-29,"Engg",94,0
5161,47,"146198",NA,"Support",92,0
5162,37,"1779180",NA,"Engg",64,0
5163,59,"44025",2016-09-11,"Engg",80,0
5164,46,"abc",2016-05-14,"Hr",75,0
5165,50,"65849",2021-05-30,"MKT",53,0
5166,34,"65799",2021-03-22,"human resources",63,0
5167,27,"137875",NA,"sales",72,0
5168,54,"$60000",2022-02-18,"Engg",59,0
5169,18,"125067",2021-11-06,"Marketing",50,0
5170,42,"135233",NA,"Engineering",91,0
5171,42,"51670",NA,"HR",86,0
5172,41,"138608",NA,"Hr",53,0
5173,56,"$60000",2024-09-28,"Engg",58,0
5174,30,"79258",2024-12-11,"Engg",50,0
282,51,"1674700",2020-09-30,"human resources",81,0
5176,60,"141881",NA,"VeryLongDepartmentName123",50,0
5177,46,"82329",2024-03-22,"HR",95,0
5178,42,"31561",NA,"Engg",62,0
5179,20,"141204",NA,"MKT",69,0
5180,46,"50000 ",2016-05-12,"Marketing",98,0
5181,51,"96825",2023-07-12,"Engg",85,0
5182,40,"129435",2022-12-16,"Support",70,0
15,62,"146826",2019-08-05,"Sales",83,0
5184,30,"140543",2022-01-21,"Engineering",29.5,0
5185,45,"$60000",NA,"Support",65,0
5186,25,"61501",2024-08-02,"Sales",79,0
5187,51,"108279",2018-11-15,"sales",99,0
5188,30,"71256",2023-02-27,"Engineering",74,0
5189,65,"32960",2024-07-12,"MKT",70,0
5190,53,"50000 ",2016-08-16,"Engg",68,0
5191,41,NA,2022-07-23,"HR",87,1
121,61,"27741",2022-06-08,"Hr",62,0
5193,56,"abc",2022-03-06,"Sales",52,0
5194,60,"$60000",2017-04-22,"Sales",64,0
5195,34,"122148",2016-08-23,"Support",84,0
5196,42,"4465490",2015-07-30,"Marketing",93,0
5197,33,NA,NA,"Sales",53,1
5198,49,"$60000",2017-10-02," SALES ",66,0
5199,60,"109180",2019-05-10," SALES ",80,0
5200,19,"$60000",2019-08-01,"HR",54,0
5201,25,"35992",2019-05-16,"Hr",61,0
350,62,"abc",2021-09-09,"Hr",77,0
78,48,"50736",2022-01-04,"HR",78,0
5204,41,NA,2015-09-29,"Engg",85,1
5205,25,"141305",2017-12-17,"Marketing",98,0
5206,25,"88522",2023-06-17,"Engg",61,0
5207,22,"103724",2016-04-29,"Sales",99,0
5208,63,"23307",NA,"sales",63,0
5209,87.5,"91018",2024-12-15,"Engg",70,0
5210,42,"$60000",2021-08-02,"Engineering",90,0
5211,18,"$60000",NA,"Hr",77,0
5212,36,"39044",2017-04-29,"Marketing",29.5,0
5213,62,"1766567",2016-10-27,"human resources",88,0
5214,32,"1253301",2016-12-23,"Engg",99,0
5215,34,"abc",2017-07-26,"VeryLongDepartmentName123",78,0
5216,51,"80460",2024-02-24,"MKT",100,0
5217,60,"84633",2023-02-06,"Engg",91,0
5218,21,"74396",2020-11-19,"Support!!",77,0
5219,33,"130349",2019-08-19,"Engg",29.5,0
5220,22,"146757",2023-07-10,"Engg",62,0
5221,42,"39837",NA,"Engg",98,0
5222,47,"50000 ",2018-12-31," SALES ",73,0
5223,46,"36076",2016-03-30,"Sales",93,0
5224,34,"56457",2021-09-05,"HR",85,0
5225,41,"abc",2016-12-22,"Hr",66,0
5226,52,"1052786",NA,"Engg",57,0
5227,52,"130540",2017-12-02,"HR",81,0
5228,36,"50000 ",2024-09-27,"human resources",50,0
5229,23,"91695",2016-06-15,"HR",86,0
5230,26,"abc",2024-08-19,"Support!!",97,0
5231,52,"47530",2020-06-16,"HR",83,0
5232,55,"64504",2015-10-05,"Hr",29.5,0
5233,35,NA,2020-03-09,"Engineering",65,1
5234,42,"146945",2021-01-24,"VeryLongDepartmentName123",89,0
5235,31,"84041",2024-11-25,"HR",99,0
5236,20,"21432",2021-07-29,"VeryLongDepartmentName123",79,0
170,61,"50000 ",2020-06-21,"Support!!",60,0
5238,51,"21213",NA,"sales",82,0
5239,22,"23961",2021-11-27,"Engg",87,0
5240,23,"117252",2022-02-21,"Hr",86,0
5241,40,"21224",NA,"Engg",85,0
5242,22,"101552",2024-06-30,"HR",54,0
5243,42,"3799434",2022-06-12,"Engg",89,0
5244,54,"130427",2017-01-16,"Engg",77,0
5245,42,"50000 ",NA,"sales",29.5,0
5246,42,"abc",NA,"Sales",91,0
5247,41,"135455",2018-10-16,"Engg",100,0
5248,54,"48912",2016-12-03," SALES ",85,0
5249,20,"51023",2015-02-09,"Sales",100,0
5250,87.5,"abc",NA,"Engg",100,0
5251,30,"abc",2017-08-28," SALES ",83,0
5252,46,"50000 ",NA,"Hr",56,0
302,26,"105579",2017-05-26,"Support",85,0
5254,26,"42543",2020-07-19,"MKT",61,0
5255,27,"35642",2016-01-26,"Engg",100,0
331,62,"66882",NA,"Hr",88,0
5257,53,"146056",2016-05-14,"Support!!",92,0
5258,39,"137367",2021-03-28,"Marketing",77,0
5259,54,"$60000",2021-07-28,"Engg",68,0
5260,32,"38197",NA,"HR",88,0
5261,27,NA,NA,"Engg",100,1
5262,46,"50000 ",2019-11-20,"VeryLongDepartmentName123",29.5,0
5263,34,"94538",2015-01-11," SALES ",57,0
5264,60,"$60000",2016-07-19,"Marketing",80,0
5265,65,"abc",2016-07-23,"Sales",98,0
5266,60,"104248",2016-07-25,"HR",85,0
5267,27,"113394",2020-04-14," SALES ",51,0
5268,43,"117172",2017-02-05,"Support!!",98,0
5269,23,"95153",2020-04-27,"Hr",95,0
5270,38,"136536",NA,"HR",68,0
5271,26,"51976",2022-08-08,"Support!!",92,0
5272,45,"62909",NA,"Marketing",85,0
5273,56,"55592",2020-06-09,"Engg",51,0
5274,49,"83381",2015-04-02,"Engg",65,0
5275,42,"52563",2019-12-27,"Engineering",79,0
5276,30,"121435",2023-07-10,"Support",73,0
5277,87.5,"56955",NA,"Support!!",77,0
5278,55,"134896",NA,"HR",50,0
5279,51,"50000 ",2020-07-01,"Engg",81,0
5280,19,"abc",2020-02-25,"Engg",79,0
5281,20,"37585",NA,"VeryLongDepartmentName123",52,0
